Gene ,Gene Name,miRNA ,Target Score,Human
Gnas,"GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus",miR-547-3p,77,✓
Uhrf1bp1,UHRF1 (ICBP90) binding protein 1,miR-672-3p,77,✓
Gmeb1,glucocorticoid modulatory element binding protein 1,miR-672-3p,77,✓
Rtn4,reticulon 4,miR-672-3p,77,✓
Tagap1,T cell activation GTPase activating protein 1,miR-672-3p,77,✓
Zfp94,zinc finger protein 94,miR-672-3p,77,
Spryd3,SPRY domain containing 3,miR-672-3p,77,✓
Cbln2,cerebellin 2 precursor protein,miR-672-3p,77,✓
Cdk6,cyclin-dependent kinase 6,miR-672-3p,77,✓
Selenot,selenoprotein T,miR-672-3p,77,✓
Usp2,ubiquitin specific peptidase 2,miR-672-3p,77,✓
Cacna1c,"calcium channel, voltage-dependent, L type, alpha 1C subunit",miR-672-3p,77,✓
Edil3,EGF-like repeats and discoidin I-like domains 3,miR-672-3p,77,✓
Senp2,SUMO/sentrin specific peptidase 2,miR-672-3p,77,✓
Ralgps1,Ral GEF with PH domain and SH3 binding motif 1,miR-672-3p,77,✓
Mum1,melanoma associated antigen (mutated) 1,miR-672-3p,77,✓
Oas1c,2'-5' oligoadenylate synthetase 1C,miR-672-3p,77,
Acvr2b,activin receptor IIB,miR-672-3p,77,✓
Camkv,CaM kinase-like vesicle-associated,miR-672-3p,77,✓
C2cd2,C2 calcium-dependent domain containing 2,miR-672-3p,77,✓
Wscd2,WSC domain containing 2,miR-672-3p,77,✓
Cldn2,claudin 2,miR-672-3p,77,✓
4931406P16Rik,RIKEN cDNA 4931406P16 gene,miR-672-3p,77,
Trak1,"trafficking protein, kinesin binding 1",miR-672-3p,77,✓
Adhfe1,"alcohol dehydrogenase, iron containing, 1",miR-125a-3p,77,✓
Aldh5a1,"aldhehyde dehydrogenase family 5, subfamily A1",miR-125a-3p,77,✓
Bpgm,"2,3-bisphosphoglycerate mutase",miR-125a-3p,77,✓
Frmd6,FERM domain containing 6,miR-125a-3p,77,✓
Olfml1,olfactomedin-like 1,miR-125a-3p,77,✓
Azin1,antizyme inhibitor 1,miR-92b-3p,77,✓
Fam135a,"family with sequence similarity 135, member A",miR-92b-3p,77,✓
Fndc3b,fibronectin type III domain containing 3B,miR-92b-3p,77,✓
Efr3a,EFR3 homolog A,miR-92b-3p,77,✓
Ints8,integrator complex subunit 8,miR-92b-3p,77,✓
Atp2a2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",miR-92b-3p,77,✓
Mdh1,"malate dehydrogenase 1, NAD (soluble)",miR-92b-3p,77,✓
Necap1,NECAP endocytosis associated 1,miR-92b-3p,77,✓
Pde4b,"phosphodiesterase 4B, cAMP specific",miR-744-3p,77,✓
Acpp,"acid phosphatase, prostate",miR-744-3p,77,✓
Vmn1r45,vomeronasal 1 receptor 45,miR-744-3p,77,
Tfcp2l1,transcription factor CP2-like 1,miR-301a-3p,77,✓
Dock3,dedicator of cyto-kinesis 3,miR-301a-3p,77,✓
Ube2d3,ubiquitin-conjugating enzyme E2D 3,miR-301a-3p,77,✓
Uba3,ubiquitin-like modifier activating enzyme 3,miR-301a-3p,77,✓
Adam12,a disintegrin and metallopeptidase domain 12 (meltrin alpha),miR-301a-3p,77,✓
Hnrnpd,heterogeneous nuclear ribonucleoprotein D,miR-301a-3p,77,✓
Ythdf2,YTH N6-methyladenosine RNA binding protein 2,miR-301a-3p,77,✓
Prdm14,PR domain containing 14,miR-301a-3p,77,✓
Bmp5,bone morphogenetic protein 5,miR-301a-3p,77,✓
Itpripl2,"inositol 1,4,5-triphosphate receptor interacting protein-like 2",miR-301a-3p,77,✓
Hivep2,human immunodeficiency virus type I enhancer binding protein 2,miR-301a-3p,77,✓
Slain1,"SLAIN motif family, member 1",miR-301a-3p,77,✓
Zfp275,zinc finger protein 275,miR-301a-3p,77,
Ddhd2,DDHD domain containing 2,miR-301a-3p,77,✓
Uba3,ubiquitin-like modifier activating enzyme 3,miR-743b-3p,76,✓
Ammecr1l,AMME chromosomal region gene 1-like,miR-743b-3p,76,✓
Kdm2a,lysine (K)-specific demethylase 2A,miR-743b-3p,76,✓
Gng2,"guanine nucleotide binding protein (G protein), gamma 2",miR-743b-3p,76,✓
Fut10,fucosyltransferase 10,miR-743b-3p,76,✓
Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",miR-743b-3p,76,✓
Ncam1,neural cell adhesion molecule 1,miR-743b-3p,76,✓
Gucy1b1,"guanylate cyclase 1, soluble, beta 1",miR-743b-3p,76,✓
Scx,scleraxis,miR-743b-3p,76,✓
Pgr,progesterone receptor,miR-743b-3p,76,✓
Spag16,sperm associated antigen 16,miR-743b-3p,76,✓
Lyn,"LYN proto-oncogene, Src family tyrosine kinase",miR-743b-3p,76,✓
Serpinb2,"serine (or cysteine) peptidase inhibitor, clade B, member 2",miR-743b-3p,76,✓
Ptgfrn,prostaglandin F2 receptor negative regulator,miR-743b-3p,76,✓
Pax1,paired box 1,miR-743b-3p,76,✓
Lpp,LIM domain containing preferred translocation partner in lipoma,miR-743b-3p,76,✓
Hipk3,homeodomain interacting protein kinase 3,miR-743b-3p,76,✓
Tent4a,terminal nucleotidyltransferase 4A,miR-743b-3p,76,✓
Adarb2,"adenosine deaminase, RNA-specific, B2",miR-743b-3p,76,✓
Pde7b,phosphodiesterase 7B,miR-743b-3p,76,✓
Pspc1,paraspeckle protein 1,miR-743b-3p,76,✓
Meig1,meiosis expressed gene 1,miR-743b-3p,76,✓
Prdm8,PR domain containing 8,miR-1981-3p,76,✓
Gjc3,"gap junction protein, gamma 3",miR-1981-3p,76,✓
Napg,N-ethylmaleimide sensitive fusion protein attachment protein gamma,miR-1981-3p,76,✓
Jade2,jade family PHD finger 2,miR-192-3p,76,✓
Hecw1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",miR-192-3p,76,✓
Trim30b,tripartite motif-containing 30B,miR-547-3p,76,
Fsd1l,fibronectin type III and SPRY domain containing 1-like,miR-547-3p,76,✓
Slc8a1,"solute carrier family 8 (sodium/calcium exchanger), member 1",miR-547-3p,76,✓
Rab9b,"RAB9B, member RAS oncogene family",miR-547-3p,76,✓
Fndc3a,fibronectin type III domain containing 3A,miR-547-3p,76,✓
9130019O22Rik,RIKEN cDNA 9130019O22 gene,miR-547-3p,76,
Senp8,SUMO/sentrin specific peptidase 8,miR-547-3p,76,✓
Ddb1,damage specific DNA binding protein 1,miR-547-3p,76,✓
Nrxn1,neurexin I,miR-672-3p,76,✓
Samd15,sterile alpha motif domain containing 15,miR-672-3p,76,✓
Adgrg2,adhesion G protein-coupled receptor G2,miR-672-3p,76,✓
Plxnc1,plexin C1,miR-672-3p,76,✓
Nek2,NIMA (never in mitosis gene a)-related expressed kinase 2,miR-672-3p,76,✓
Hey2,hairy/enhancer-of-split related with YRPW motif 2,miR-672-3p,76,✓
Zfx,zinc finger protein X-linked,miR-672-3p,76,✓
Hao2,hydroxyacid oxidase 2,miR-672-3p,76,✓
Scml4,Scm polycomb group protein like 4,miR-672-3p,76,✓
Nfat5,nuclear factor of activated T cells 5,miR-672-3p,76,✓
Actl7a,actin-like 7a,miR-672-3p,76,✓
Cdyl2,"chromodomain protein, Y chromosome-like 2",miR-672-3p,76,✓
Arl8b,ADP-ribosylation factor-like 8B,miR-672-3p,76,✓
Shisal1,shisa like 1,miR-672-3p,76,✓
Grip2,glutamate receptor interacting protein 2,miR-672-3p,76,✓
Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",miR-672-3p,76,✓
Stox2,storkhead box 2,miR-672-3p,76,✓
Tdrkh,tudor and KH domain containing protein,miR-672-3p,76,✓
Lsm7,"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated",miR-672-3p,76,✓
Ccdc6,coiled-coil domain containing 6,miR-672-3p,76,✓
Htt,huntingtin,miR-672-3p,76,✓
Stk35,serine/threonine kinase 35,miR-672-3p,76,✓
Eya4,EYA transcriptional coactivator and phosphatase 4,miR-672-3p,76,✓
Tmem250-ps,"transmembrane protein 250, pseudogene",miR-672-3p,76,
Wasl,Wiskott-Aldrich syndrome-like (human),miR-672-3p,76,✓
Slc30a3,"solute carrier family 30 (zinc transporter), member 3",miR-672-3p,76,✓
Fryl,FRY like transcription coactivator,miR-672-3p,76,✓
Pck1,"phosphoenolpyruvate carboxykinase 1, cytosolic",miR-672-3p,76,✓
Cnot7,"CCR4-NOT transcription complex, subunit 7",miR-672-3p,76,✓
Lipo2,"lipase, member O2",miR-672-3p,76,
Pmp22,peripheral myelin protein 22,miR-672-3p,76,✓
Mapk9,mitogen-activated protein kinase 9,miR-125a-3p,76,✓
Pfpl,pore forming protein-like,miR-125a-3p,76,
Tomm34,translocase of outer mitochondrial membrane 34,miR-125a-3p,76,✓
Diras1,"DIRAS family, GTP-binding RAS-like 1",miR-125a-3p,76,✓
Vps26c,VPS26 endosomal protein sorting factor C,miR-125a-3p,76,✓
Trp63,transformation related protein 63,miR-125a-3p,76,
Slc35f1,"solute carrier family 35, member F1",miR-125a-3p,76,✓
Pds5b,PDS5 cohesin associated factor B,miR-92b-3p,76,✓
Mknk2,MAP kinase-interacting serine/threonine kinase 2,miR-92b-3p,76,✓
Clic5,chloride intracellular channel 5,miR-92b-3p,76,✓
Caln1,calneuron 1,miR-92b-3p,76,✓
Prkaa2,"protein kinase, AMP-activated, alpha 2 catalytic subunit",miR-92b-3p,76,✓
Dock5,dedicator of cytokinesis 5,miR-92b-3p,76,✓
Cd200r1,CD200 receptor 1,miR-92b-3p,76,✓
Mis12,MIS12 kinetochore complex component,miR-92b-3p,76,✓
Socs5,suppressor of cytokine signaling 5,miR-92b-3p,76,✓
Nrf1,nuclear respiratory factor 1,miR-92b-3p,76,✓
Map3k20,mitogen-activated protein kinase kinase kinase 20,miR-92b-3p,76,✓
Erbin,Erbb2 interacting protein,miR-92b-3p,76,✓
Rap1b,RAS related protein 1b,miR-92b-3p,76,✓
Ibsp,integrin binding sialoprotein,miR-92b-3p,76,✓
Pdzd8,PDZ domain containing 8,miR-92b-3p,76,✓
Pax3,paired box 3,miR-92b-3p,76,✓
Col5a1,"collagen, type V, alpha 1",miR-92b-3p,76,✓
Rmdn1,regulator of microtubule dynamics 1,miR-744-3p,76,✓
Kndc1,kinase non-catalytic C-lobe domain (KIND) containing 1,miR-744-3p,76,✓
Olfr77,olfactory receptor 77,miR-744-3p,76,
Dync2li1,dynein cytoplasmic 2 light intermediate chain 1,miR-744-3p,76,✓
Rab30,"RAB30, member RAS oncogene family",miR-301a-3p,76,✓
Zkscan8,zinc finger with KRAB and SCAN domains 8,miR-301a-3p,76,✓
Akap1,A kinase (PRKA) anchor protein 1,miR-301a-3p,76,✓
Myt1l,myelin transcription factor 1-like,miR-301a-3p,76,✓
Rab34,"RAB34, member RAS oncogene family",miR-301a-3p,76,✓
Mpped2,metallophosphoesterase domain containing 2,miR-301a-3p,76,✓
Pou3f2,"POU domain, class 3, transcription factor 2",miR-301a-3p,76,✓
Cul3,cullin 3,miR-301a-3p,76,✓
Hoxa3,homeobox A3,miR-301a-3p,76,✓
Zeb2,zinc finger E-box binding homeobox 2,miR-301a-3p,76,✓
Rap1gds1,"RAP1, GTP-GDP dissociation stimulator 1",miR-743b-3p,75,✓
Tbx3,T-box 3,miR-743b-3p,75,✓
Ammecr1,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1",miR-743b-3p,75,✓
Fndc3b,fibronectin type III domain containing 3B,miR-743b-3p,75,✓
Slc25a24,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24",miR-743b-3p,75,✓
Mapk1,mitogen-activated protein kinase 1,miR-743b-3p,75,✓
Bbs9,Bardet-Biedl syndrome 9 (human),miR-743b-3p,75,✓
Ugt2b34,"UDP glucuronosyltransferase 2 family, polypeptide B34",miR-743b-3p,75,
Usp26,ubiquitin specific peptidase 26,miR-743b-3p,75,✓
Slc39a8,"solute carrier family 39 (metal ion transporter), member 8",miR-743b-3p,75,✓
Nckap5,NCK-associated protein 5,miR-743b-3p,75,✓
Amigo2,adhesion molecule with Ig like domain 2,miR-743b-3p,75,✓
Luc7l2,LUC7-like 2 (S. cerevisiae),miR-743b-3p,75,✓
Otud4,OTU domain containing 4,miR-743b-3p,75,✓
Tmeff2,transmembrane protein with EGF-like and two follistatin-like domains 2,miR-743b-3p,75,✓
Acrv1,acrosomal vesicle protein 1,miR-743b-3p,75,✓
Rbm25,RNA binding motif protein 25,miR-743b-3p,75,✓
Brwd1,bromodomain and WD repeat domain containing 1,miR-743b-3p,75,✓
Hdac8,histone deacetylase 8,miR-743b-3p,75,✓
Tmem132c,transmembrane protein 132C,miR-743b-3p,75,✓
Nxph1,neurexophilin 1,miR-743b-3p,75,✓
Atl2,atlastin GTPase 2,miR-743b-3p,75,✓
Sub1,SUB1 homolog (S. cerevisiae),miR-743b-3p,75,✓
Snap23,synaptosomal-associated protein 23,miR-743b-3p,75,✓
Abhd10,abhydrolase domain containing 10,miR-743b-3p,75,✓
Zfhx3,zinc finger homeobox 3,miR-743b-3p,75,✓
Sorcs3,sortilin-related VPS10 domain containing receptor 3,miR-743b-3p,75,✓
Dennd6a,DENN/MADD domain containing 6A,miR-1981-3p,75,✓
Pkp4,plakophilin 4,miR-1981-3p,75,✓
Fam160a2,"family with sequence similarity 160, member A2",miR-1981-3p,75,✓
Ttc8,tetratricopeptide repeat domain 8,miR-1981-3p,75,✓
Chd1,chromodomain helicase DNA binding protein 1,miR-1981-3p,75,✓
Ube2g1,ubiquitin-conjugating enzyme E2G 1,miR-192-3p,75,✓
Actb,"actin, beta",miR-192-3p,75,✓
Rybp,RING1 and YY1 binding protein,miR-192-3p,75,✓
Gm6710,predicted gene 6710,miR-192-3p,75,
Ifi47,interferon gamma inducible protein 47,miR-192-3p,75,
Ing2,"inhibitor of growth family, member 2",miR-192-3p,75,✓
Rimklb,ribosomal modification protein rimK-like family member B,miR-192-3p,75,✓
Qrfp,pyroglutamylated RFamide peptide,miR-192-3p,75,✓
Scn2b,"sodium channel, voltage-gated, type II, beta",miR-547-3p,75,✓
Tanc2,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",miR-547-3p,75,✓
Rasal2,RAS protein activator like 2,miR-547-3p,75,✓
Crxos,"cone-rod homeobox, opposite strand",miR-547-3p,75,
Nrk,Nik related kinase,miR-547-3p,75,✓
Gm10352,predicted gene 10352,miR-547-3p,75,
D7Ertd443e,"DNA segment, Chr 7, ERATO Doi 443, expressed",miR-547-3p,75,
Eif4e3,eukaryotic translation initiation factor 4E member 3,miR-547-3p,75,✓
Snap91,synaptosomal-associated protein 91,miR-547-3p,75,✓
Gm10256,predicted gene 10256,miR-547-3p,75,
Gm3376,predicted gene 3376,miR-547-3p,75,
Zfp827,zinc finger protein 827,miR-547-3p,75,
Rbmy,"RNA binding motif protein, Y chromosome",miR-547-3p,75,
Tex9,testis expressed gene 9,miR-547-3p,75,✓
Zfp385b,zinc finger protein 385B,miR-547-3p,75,
Tango2,transport and golgi organization 2,miR-547-3p,75,✓
Gm21708,"predicted gene, 21708",miR-547-3p,75,
Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",miR-547-3p,75,✓
Syt4,synaptotagmin IV,miR-672-3p,75,✓
Nipal3,NIPA-like domain containing 3,miR-672-3p,75,✓
Vat1,vesicle amine transport 1,miR-672-3p,75,✓
Abcc5,"ATP-binding cassette, sub-family C (CFTR/MRP), member 5",miR-672-3p,75,✓
Pde1c,phosphodiesterase 1C,miR-672-3p,75,✓
Ing5,"inhibitor of growth family, member 5",miR-672-3p,75,✓
Slc2a4,"solute carrier family 2 (facilitated glucose transporter), member 4",miR-672-3p,75,✓
Lamb2,"laminin, beta 2",miR-672-3p,75,✓
Zkscan6,zinc finger with KRAB and SCAN domains 6,miR-672-3p,75,✓
Amz1,archaelysin family metallopeptidase 1,miR-672-3p,75,✓
Gpr173,G-protein coupled receptor 173,miR-672-3p,75,✓
Usf2,upstream transcription factor 2,miR-672-3p,75,✓
Macf1,microtubule-actin crosslinking factor 1,miR-672-3p,75,✓
Cul4a,cullin 4A,miR-672-3p,75,✓
Colq,collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase,miR-672-3p,75,✓
Atp10b,"ATPase, class V, type 10B",miR-672-3p,75,✓
Bend4,BEN domain containing 4,miR-672-3p,75,✓
Msl3,MSL complex subunit 3,miR-672-3p,75,✓
Ubxn10,UBX domain protein 10,miR-672-3p,75,✓
Arid4b,AT rich interactive domain 4B (RBP1-like),miR-672-3p,75,✓
Dph6,diphthamine biosynthesis 6,miR-672-3p,75,✓
Elovl2,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 2",miR-672-3p,75,✓
0610010K14Rik,RIKEN cDNA 0610010K14 gene,miR-672-3p,75,
Usp12,ubiquitin specific peptidase 12,miR-672-3p,75,✓
Tpt1,"tumor protein, translationally-controlled 1",miR-125a-3p,75,✓
Trip12,thyroid hormone receptor interactor 12,miR-125a-3p,75,✓
Sra1,steroid receptor RNA activator 1,miR-125a-3p,75,✓
Tnfrsf1b,"tumor necrosis factor receptor superfamily, member 1b",miR-125a-3p,75,✓
Emcn,endomucin,miR-125a-3p,75,✓
Gpm6a,glycoprotein m6a,miR-125a-3p,75,✓
Dpy30,"dpy-30, histone methyltransferase complex regulatory subunit",miR-92b-3p,75,✓
Krtap16-1,keratin associated protein 16-1,miR-92b-3p,75,✓
Gfpt1,glutamine fructose-6-phosphate transaminase 1,miR-92b-3p,75,✓
Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",miR-92b-3p,75,✓
Ing5,"inhibitor of growth family, member 5",miR-92b-3p,75,✓
Anp32e,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E",miR-92b-3p,75,✓
Ddit4,DNA-damage-inducible transcript 4,miR-92b-3p,75,✓
Bgn,biglycan,miR-92b-3p,75,✓
Ddx58,DEAD (Asp-Glu-Ala-Asp) box polypeptide 58,miR-92b-3p,75,✓
Nt5m,"5',3'-nucleotidase, mitochondrial",miR-92b-3p,75,✓
Mafk,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)",miR-92b-3p,75,✓
Rbfox1,"RNA binding protein, fox-1 homolog (C. elegans) 1",miR-744-3p,75,✓
Usf3,upstream transcription factor family member 3,miR-744-3p,75,✓
Adgrl2,adhesion G protein-coupled receptor L2,miR-744-3p,75,✓
Vti1a,vesicle transport through interaction with t-SNAREs 1A,miR-744-3p,75,✓
Rab6b,"RAB6B, member RAS oncogene family",miR-744-3p,75,✓
Phf6,PHD finger protein 6,miR-744-3p,75,✓
Tob2,"transducer of ERBB2, 2",miR-301a-3p,75,✓
Tmem9b,"TMEM9 domain family, member B",miR-301a-3p,75,✓
Rab12,"RAB12, member RAS oncogene family",miR-301a-3p,75,✓
Snap25,synaptosomal-associated protein 25,miR-301a-3p,75,✓
Cep120,centrosomal protein 120,miR-301a-3p,75,✓
Myb,myeloblastosis oncogene,miR-301a-3p,75,✓
Sfmbt1,Scm-like with four mbt domains 1,miR-301a-3p,75,✓
Plaa,"phospholipase A2, activating protein",miR-301a-3p,75,✓
Tpd52l2,tumor protein D52-like 2,miR-301a-3p,75,✓
Ikzf4,IKAROS family zinc finger 4,miR-301a-3p,75,✓
Usp47,ubiquitin specific peptidase 47,miR-301a-3p,75,✓
Klhl15,kelch-like 15,miR-301a-3p,75,✓
Npat,nuclear protein in the AT region,miR-301a-3p,75,✓
Hs3st1,heparan sulfate (glucosamine) 3-O-sulfotransferase 1,miR-301a-3p,75,✓
Aak1,AP2 associated kinase 1,miR-301a-3p,75,✓
Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",miR-301a-3p,75,✓
Fam53b,"family with sequence similarity 53, member B",miR-301a-3p,75,✓
Cstf3,"cleavage stimulation factor, 3' pre-RNA, subunit 3",miR-743b-3p,74,✓
Gabrg2,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2",miR-743b-3p,74,✓
Zfp26,zinc finger protein 26,miR-743b-3p,74,
Cnksr2,connector enhancer of kinase suppressor of Ras 2,miR-743b-3p,74,✓
Klf16,Kruppel-like factor 16,miR-743b-3p,74,✓
Pfn2,profilin 2,miR-743b-3p,74,✓
B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",miR-743b-3p,74,✓
Sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",miR-743b-3p,74,✓
Tsc1,tuberous sclerosis 1,miR-743b-3p,74,✓
Dennd1b,DENN/MADD domain containing 1B,miR-743b-3p,74,✓
E2f3,E2F transcription factor 3,miR-743b-3p,74,✓
Sox11,SRY (sex determining region Y)-box 11,miR-743b-3p,74,✓
Kmt5b,lysine methyltransferase 5B,miR-743b-3p,74,✓
Bmi1,Bmi1 polycomb ring finger oncogene,miR-743b-3p,74,✓
Wnt7a,"wingless-type MMTV integration site family, member 7A",miR-743b-3p,74,✓
Elovl7,"ELOVL family member 7, elongation of long chain fatty acids (yeast)",miR-743b-3p,74,✓
Socs7,suppressor of cytokine signaling 7,miR-743b-3p,74,✓
Gpr174,G protein-coupled receptor 174,miR-1981-3p,74,✓
Myadm,myeloid-associated differentiation marker,miR-1981-3p,74,✓
Plk2,polo like kinase 2,miR-192-3p,74,✓
Jchain,immunoglobulin joining chain,miR-192-3p,74,✓
Gm4724,predicted gene 4724,miR-192-3p,74,
Gm2026,predicted gene 2026,miR-192-3p,74,
Tcea1,transcription elongation factor A (SII) 1,miR-192-3p,74,✓
Gm14308,predicted gene 14308,miR-192-3p,74,
Rab1a,"RAB1A, member RAS oncogene family",miR-192-3p,74,✓
Arih2,ariadne RBR E3 ubiquitin protein ligase 2,miR-192-3p,74,✓
Rnf170,ring finger protein 170,miR-192-3p,74,✓
Rflnb,refilin B,miR-192-3p,74,✓
Clcn3,"chloride channel, voltage-sensitive 3",miR-192-3p,74,✓
Tmem117,transmembrane protein 117,miR-192-3p,74,✓
Trerf1,transcriptional regulating factor 1,miR-192-3p,74,✓
Gm14434,predicted gene 14434,miR-192-3p,74,
Psd3,pleckstrin and Sec7 domain containing 3,miR-192-3p,74,✓
Ccne2,cyclin E2,miR-192-3p,74,✓
Ndst4,N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4,miR-192-3p,74,✓
Reep4,receptor accessory protein 4,miR-547-3p,74,✓
Cbx5,chromobox 5,miR-547-3p,74,✓
Vav3,vav 3 oncogene,miR-547-3p,74,✓
Car12,carbonic anhydrase 12,miR-547-3p,74,
Has2,hyaluronan synthase 2,miR-547-3p,74,✓
Tmcc3,transmembrane and coiled coil domains 3,miR-547-3p,74,✓
Trim52,tripartite motif-containing 52,miR-672-3p,74,✓
Gspt2,G1 to S phase transition 2,miR-672-3p,74,✓
Rgs9,regulator of G-protein signaling 9,miR-672-3p,74,✓
Slc16a14,"solute carrier family 16 (monocarboxylic acid transporters), member 14",miR-672-3p,74,✓
Ppm1h,protein phosphatase 1H (PP2C domain containing),miR-672-3p,74,✓
Diexf,digestive organ expansion factor homolog (zebrafish),miR-672-3p,74,✓
Minar2,membrane integral NOTCH2 associated receptor 2,miR-672-3p,74,✓
Rprd1b,regulation of nuclear pre-mRNA domain containing 1B,miR-672-3p,74,✓
Sgms2,sphingomyelin synthase 2,miR-672-3p,74,✓
Nat8l,N-acetyltransferase 8-like,miR-672-3p,74,✓
Myt1,myelin transcription factor 1,miR-672-3p,74,✓
Lypd1,Ly6/Plaur domain containing 1,miR-672-3p,74,✓
Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",miR-672-3p,74,✓
Lamc1,"laminin, gamma 1",miR-672-3p,74,✓
Tnn,tenascin N,miR-672-3p,74,✓
